frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;None
17;None;None
18;None;None
19;None;None
20;None;None
21;None;None
22;None;None
23;None;None
24;None;None
25;None;None
26;None;None
27;None;None
28;None;None
29;None;cup + teddy bear
30;None;cup + teddy bear
31;None;cup + teddy bear
32;None;cup + teddy bear
33;None;cup + teddy bear
34;None;cup + teddy bear
35;None;cup + teddy bear
36;None;cup + teddy bear
37;None;cup + teddy bear
38;None;cup + teddy bear
39;None;cup + teddy bear
40;None;cup + teddy bear
41;None;cup + teddy bear
42;None;cup + teddy bear
43;None;cup + teddy bear
44;None;cup + teddy bear
45;None;cup + teddy bear
46;None;cup + teddy bear
47;None;cup + teddy bear
48;None;cup + teddy bear
49;None;cup + teddy bear
50;None;cup + teddy bear
51;None;cup + teddy bear
52;None;cup + teddy bear
53;None;cup + teddy bear
54;None;cup + teddy bear
55;None;cup + teddy bear
56;None;cup + teddy bear
57;None;cup + teddy bear
58;None;cup + teddy bear
59;None;cup + teddy bear
60;None;cup + teddy bear
61;None;cup + teddy bear
62;None;cup + teddy bear
63;None;cup + teddy bear
64;None;cup + teddy bear
65;None;cup + teddy bear
66;None;cup + teddy bear
67;None;cup + teddy bear
68;None;cup + teddy bear
69;None;cup + teddy bear
70;None;cup + teddy bear
71;None;cup + teddy bear
72;None;cup + teddy bear
73;None;cup + teddy bear
74;None;cup + teddy bear
75;None;cup + teddy bear
76;None;cup + teddy bear
77;None;cup + teddy bear
78;None;cup + teddy bear
79;None;cup + teddy bear
80;None;cup + teddy bear
81;None;cup + teddy bear
82;None;cup + teddy bear
83;None;cup + teddy bear
84;None;cup + teddy bear
85;None;cup + teddy bear
86;None;cup + teddy bear
87;None;cup + teddy bear
88;None;cup + teddy bear
89;None;cup + teddy bear
90;None;cup + teddy bear
91;None;cup + teddy bear
92;None;cup + teddy bear
93;None;cup + teddy bear
94;None;cup + teddy bear
95;None;cup + teddy bear
96;None;None
97;None;None
98;None;None
99;None;None
100;None;None
101;None;None
102;None;None
103;None;None
104;None;None
105;None;None
106;None;None
107;None;None
108;None;None
109;None;None
110;None;None
111;None;None
112;None;None
113;None;None
114;None;None
115;None;None
116;None;None
117;None;None
118;None;None
119;None;None
120;None;None
121;None;None
122;None;None
123;None;None
124;None;None
125;None;None
126;None;None
127;None;None
128;None;None
129;None;None
130;None;None
131;None;None
132;None;None
133;None;None
134;None;None
135;None;None
136;None;None
137;None;None
138;None;None
139;None;None
140;None;None
141;None;None
142;None;None
143;None;None
144;None;None
145;None;None
146;None;None
147;None;None
148;None;None
149;None;None
