frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;None
17;None;None
18;None;None
19;None;None
20;None;None
21;None;None
22;None;None
23;None;None
24;None;None
25;None;None
26;None;cup
27;None;cup
28;None;cup
29;None;cup
30;None;cup
31;None;cup
32;None;cup
33;None;cup
34;None;cup
35;None;cup
36;None;cup
37;None;cup
38;None;cup
39;None;cup
40;None;cup
41;None;cup
42;None;cup
43;None;cup
44;None;cup
45;None;cup
46;None;cup
47;None;cup
48;None;cup
49;None;cup
50;None;cup
51;None;cup
52;None;cup
53;None;cup
54;None;cup
55;None;cup
56;None;cup
57;None;cup
58;None;cup
59;None;cup
60;None;cup
61;None;cup
62;None;cup
63;None;cup
64;None;cup
65;None;cup
66;None;cup
67;None;cup
68;None;cup
69;None;cup
70;None;cup
71;None;cup
72;None;cup
73;None;cup
74;None;cup
75;None;cup
76;None;cup
77;None;cup
78;None;cup
79;None;cup
80;None;cup
81;None;cup
82;None;cup
83;None;cup
84;None;cup
85;None;cup
86;None;cup
87;None;cup
88;None;cup
89;None;cup
90;None;cup
91;None;cup
92;None;cup
93;None;cup
94;None;cup
95;None;cup
96;None;cup
97;None;cup
98;None;cup
99;None;cup
100;None;cup
101;None;cup
102;None;cup
103;None;cup
104;None;cup
105;None;cup
106;None;cup
107;None;cup
108;None;cup
109;None;cup
110;None;cup
111;None;cup
112;None;cup
113;None;cup
114;None;cup
115;None;cup
116;None;cup
117;None;cup
118;None;cup
119;None;cup
120;None;cup
121;None;cup
122;None;cup
123;None;cup
124;None;cup
125;None;cup
126;None;cup
127;None;cup
128;None;cup
129;None;cup
130;None;None
131;None;None
132;None;None
133;None;None
134;None;None
135;None;None
136;None;None
137;None;None
138;None;None
139;None;None
140;None;None
141;None;None
142;None;None
143;None;None
144;None;None
145;None;None
146;None;None
147;None;None
148;None;None
149;None;None
150;None;None
151;None;None
152;None;None
153;None;None
154;None;None
155;None;None
