frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;bottle;bottle
7;bottle;bottle
8;bottle;bottle
9;bottle;bottle
10;bottle;bottle
11;bottle;bottle
12;bottle;bottle
13;bottle;bottle
14;bottle;bottle
15;bottle;bottle
16;bottle;bottle
17;bottle;bottle
18;bottle;bottle
19;bottle;bottle
20;bottle;bottle
21;bottle;bottle
22;bottle;bottle
23;bottle;bottle
24;bottle;bottle
25;bottle;bottle
26;bottle;bottle
27;bottle;bottle
28;bottle;bottle
29;bottle;bottle
30;bottle;bottle
31;bottle;bottle
32;bottle;bottle
33;bottle;bottle
34;bottle;bottle
35;bottle;bottle
36;bottle;bottle
37;bottle;bottle
38;bottle;bottle
39;bottle;bottle
40;bottle;bottle
41;bottle;bottle
42;bottle;bottle
43;bottle;bottle
44;bottle;bottle
45;bottle;bottle
46;bottle;bottle
47;bottle;bottle
48;bottle;bottle
49;bottle;bottle
50;bottle;bottle
51;bottle;bottle
52;bottle;bottle
53;bottle;bottle
54;bottle;bottle
55;bottle;bottle
56;bottle;bottle
57;bottle;bottle
58;bottle;bottle
59;bottle;bottle
60;bottle;bottle
61;bottle;bottle
62;bottle;bottle
63;bottle;bottle
64;bottle;bottle
65;bottle;bottle
66;bottle;bottle
67;bottle;bottle
68;bottle;bottle
69;bottle;bottle
70;bottle;bottle
71;bottle;bottle
72;bottle;bottle
73;bottle;bottle
74;bottle;bottle
75;bottle;bottle
76;bottle;bottle
77;bottle;bottle
78;bottle;bottle
79;bottle;bottle
80;bottle;bottle
81;bottle;bottle
82;bottle;bottle
83;bottle;bottle
84;bottle;bottle
85;bottle;bottle
86;bottle;bottle
87;bottle;bottle
88;bottle;bottle
89;bottle;bottle
90;bottle;bottle
91;None;bottle
92;None;bottle
93;None;None
94;None;None
95;None;None
96;None;None
97;None;None
98;None;None
99;None;None
100;None;None
101;None;None
102;None;None
103;None;None
104;None;None
105;None;None
