frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;None
17;None;None
18;None;None
19;None;None
20;None;None
21;None;None
22;None;None
23;None;None
24;None;None
25;None;None
26;None;None
27;None;None
28;None;None
29;None;None
30;None;None
31;None;None
32;None;None
33;None;None
34;None;None
35;None;None
36;None;None
37;None;None
38;None;None
39;None;None
40;None;None
41;None;None
42;None;None
43;None;None
44;None;None
45;None;None
46;None;None
47;None;None
48;None;None
49;None;None
50;None;None
51;None;None
52;None;None
53;None;None
54;None;None
55;None;None
56;None;None
57;None;None
58;None;None
59;None;None
60;None;None
61;None;None
62;None;None
63;None;None
64;None;None
65;None;None
66;None;None
67;None;None
68;None;None
69;None;None
70;None;None
71;None;None
72;None;None
73;None;None
74;None;None
75;cup 1;cup2
76;cup 1;cup2
77;cup 1;cup2
78;cup 1;cup2
79;cup 1;cup2
80;cup 1;cup2
81;cup 1;cup2
82;cup 1;cup2
83;cup 1;cup2
84;cup 1;cup2
85;cup 1;cup2
86;cup 1;cup2
87;cup 1;cup2
88;cup 1;cup2
89;cup 1;cup2
90;cup 1;cup2
91;cup 1;cup2
92;cup 1;cup2
93;cup 1;cup2
94;cup 1;cup2
95;cup 1;cup2
96;cup 1;cup2
97;cup 1;cup2
98;cup 1;cup2
99;cup 1;cup2
100;cup 1;cup2
101;cup 1;cup2
102;cup 1;cup2
103;cup 1;cup2
104;cup 1;cup2
105;cup 1;cup2
106;cup 1;cup2
107;cup 1;cup2
108;cup 1;cup2
109;cup 1;cup2
110;cup 1;cup2
111;cup 1;cup2
112;cup 1;cup2
113;cup 1;cup2
114;cup 1;cup2
115;cup 1;cup2
116;cup 1;cup2
117;cup 1;cup2
118;cup 1;cup2
119;cup 1;cup2
120;cup 1;cup2
121;cup 1;cup2
122;cup 1;cup2
123;cup 1;cup2
124;cup 1;cup2
125;cup 1;cup2
126;cup 1;cup2
127;cup 1;cup2
128;cup 1;cup2
129;cup 1;cup2
130;cup 1;cup2
131;cup 1;cup2
132;cup 1;cup2
133;cup 1;cup2
134;cup 1;cup2
135;cup 1;cup2
136;cup 1;cup2
137;cup 1;cup2
138;cup 1;cup2
139;cup 1;cup2
140;cup 1;cup2
141;cup 1;cup2
142;cup 1;cup2
143;cup 1;cup2
144;cup 1;cup2
145;cup 1;cup2
146;cup 1;cup2
147;cup 1;cup2
148;cup 1;cup2
149;cup 1;cup2
150;cup 1;cup2
151;cup 1;cup2
152;cup 1;cup2
153;cup 1;cup2
154;cup 1;cup2
155;cup 1;cup2
156;cup 1;cup2
157;cup 1;cup2
158;cup 1;cup2
159;cup 1;cup2
160;cup 1;cup2
161;None;None
162;None;None
163;None;None
164;None;None
165;None;None
166;None;None
167;None;None
168;None;None
169;None;None
170;None;None
171;None;None
172;None;None
173;None;None
174;None;None
175;None;None
176;None;None
177;None;None
178;None;None
179;None;None
180;None;None
181;None;None
182;None;None
183;None;None
184;None;None
185;None;None
186;None;None
187;None;None
188;None;None
189;None;None
190;None;None
191;None;None
192;None;None
193;None;None
194;None;None
195;None;None
196;None;None
197;None;None
198;None;None
199;None;None
200;None;None
201;None;None
202;None;None
203;None;None
204;None;None
205;None;None
206;None;None
207;None;None
208;None;None
209;None;None
