frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;mouse
17;None;mouse
18;None;mouse
19;None;mouse
20;None;mouse
21;None;mouse
22;None;mouse
23;None;mouse
24;None;mouse
25;None;mouse
26;None;mouse
27;None;mouse
28;None;mouse
29;None;mouse
30;None;mouse
31;None;mouse
32;None;mouse
33;None;mouse
34;None;mouse
35;None;mouse
36;None;mouse
37;None;mouse
38;None;mouse
39;None;mouse
40;None;mouse
41;None;mouse
42;None;mouse
43;None;mouse
44;None;mouse
45;None;mouse
46;None;mouse
47;None;mouse
48;None;mouse
49;None;mouse
50;None;mouse
51;None;mouse
52;None;mouse
53;None;mouse
54;None;mouse
55;None;mouse
56;None;mouse
57;None;mouse
58;None;mouse
59;None;mouse
60;None;mouse
61;None;mouse
62;None;mouse
63;None;mouse
64;None;mouse
65;None;mouse
66;None;mouse
67;None;mouse
68;None;mouse
69;None;mouse
70;None;mouse
71;None;mouse
72;None;mouse
73;None;mouse
74;None;mouse
75;None;mouse
76;None;mouse
77;None;mouse
78;None;mouse
79;None;mouse
80;None;mouse
81;None;mouse
82;None;mouse
83;None;mouse
84;None;mouse
85;None;mouse
86;None;mouse
87;None;mouse
88;None;mouse
89;None;mouse
90;None;mouse
91;None;mouse
92;None;mouse
93;None;mouse
94;None;mouse
95;None;mouse
96;None;mouse
97;None;mouse
98;None;mouse
99;None;mouse
100;None;mouse
101;None;mouse
102;None;mouse
103;None;mouse
104;None;mouse
105;None;mouse
106;None;mouse
107;None;mouse
108;None;mouse
109;None;mouse
110;None;mouse
111;None;mouse
112;None;mouse
113;None;mouse
114;None;mouse
115;None;mouse
116;None;mouse
117;None;mouse
118;None;mouse
119;None;mouse
120;None;mouse
121;None;mouse
122;None;mouse
123;None;mouse
124;None;mouse
125;None;mouse
126;None;mouse
127;None;mouse
128;None;mouse
129;None;mouse
130;None;mouse
131;None;mouse
132;None;mouse
133;None;mouse
134;None;mouse
135;None;mouse
136;None;mouse
137;None;mouse
138;None;mouse
139;None;mouse
140;None;mouse
141;None;mouse
142;None;mouse
143;None;mouse
144;None;mouse
145;None;mouse
146;None;mouse
147;None;mouse
148;None;mouse
149;None;mouse
150;None;mouse
151;None;mouse
152;None;mouse
153;None;mouse
154;None;mouse
155;None;mouse
156;None;mouse
157;None;mouse
158;None;mouse
159;None;mouse
160;None;mouse
161;None;mouse
162;None;mouse
163;None;mouse
164;None;mouse
165;None;mouse
166;None;mouse
167;None;mouse
168;None;mouse
169;None;mouse
170;None;mouse
171;None;mouse
172;None;mouse
173;None;mouse
174;None;mouse
175;None;mouse
176;None;mouse
177;None;mouse
178;None;mouse
179;None;mouse
180;None;mouse
181;None;mouse
182;None;mouse
183;None;mouse
184;None;mouse
185;None;mouse
186;None;mouse
187;None;mouse
188;None;mouse
189;None;mouse
190;None;mouse
191;None;mouse
192;None;mouse
193;None;mouse
194;None;mouse
195;None;mouse
196;None;mouse
197;None;mouse
198;None;mouse
199;None;mouse
200;None;mouse
201;None;mouse
202;None;mouse
203;None;mouse
204;None;mouse
205;None;mouse
206;None;mouse
207;None;mouse
208;None;mouse
209;None;mouse
210;None;mouse
211;None;mouse
212;None;mouse
213;None;mouse
214;None;mouse
215;None;mouse
216;None;mouse
217;None;mouse
218;None;mouse
219;None;mouse
220;None;mouse
221;None;mouse
222;None;mouse
223;None;mouse
224;None;mouse
225;None;mouse
226;None;mouse
227;None;mouse
228;None;mouse
229;None;mouse
230;None;mouse
231;None;mouse
232;None;mouse
233;None;mouse
234;None;mouse
235;None;mouse
236;None;mouse
237;None;mouse
238;None;mouse
239;None;mouse
240;None;mouse
241;None;mouse
242;None;mouse
243;None;mouse
244;None;mouse
245;None;mouse
246;None;mouse
247;None;mouse
248;None;mouse
249;None;mouse
250;None;mouse
251;None;mouse
252;None;mouse
253;None;mouse
254;None;mouse
255;None;mouse
256;None;mouse
257;None;mouse
258;None;mouse
259;None;mouse
260;None;mouse
261;None;mouse
262;None;mouse
263;None;mouse
264;None;mouse
265;None;mouse
266;None;mouse
267;None;mouse
268;None;mouse
269;None;mouse
270;None;mouse
271;None;mouse
272;None;mouse
273;None;mouse
274;None;mouse
275;None;mouse
276;None;mouse
277;None;mouse
278;None;mouse
279;None;mouse
280;None;mouse
281;None;mouse
282;None;mouse
283;None;mouse
284;None;mouse
285;None;mouse
286;None;mouse
287;None;mouse
288;None;mouse
289;None;mouse
290;None;mouse
291;None;mouse
292;None;mouse
293;None;mouse
294;None;mouse
295;None;mouse
296;None;mouse
297;None;mouse
298;None;mouse
299;None;None
300;None;None
301;None;None
302;None;None
303;None;None
304;None;None
305;None;None
306;None;None
307;None;None
308;None;None
309;None;None
310;None;None
311;None;None
312;None;None
313;None;None
314;None;None
315;None;None
316;None;None
317;None;None
318;None;None
319;None;None
320;None;None
