frame_id;left_hand;right_hand
0;None;teddy bear
1;None;teddy bear
2;None;teddy bear
3;None;teddy bear
4;None;teddy bear
5;None;teddy bear
6;None;teddy bear
7;None;teddy bear
8;None;teddy bear
9;None;teddy bear
10;None;teddy bear
11;None;teddy bear
12;None;teddy bear
13;None;teddy bear
14;None;teddy bear
15;None;teddy bear
16;None;teddy bear
17;None;teddy bear
18;None;teddy bear
19;None;teddy bear
20;None;teddy bear
21;None;teddy bear
22;None;teddy bear
23;None;teddy bear
24;None;teddy bear
25;None;teddy bear
26;None;teddy bear
27;None;teddy bear
28;None;teddy bear
29;None;teddy bear
30;None;teddy bear
31;None;teddy bear
32;None;teddy bear
33;None;teddy bear
34;None;teddy bear
35;None;teddy bear
36;None;teddy bear
37;None;teddy bear
38;None;teddy bear
39;None;teddy bear
40;None;teddy bear
41;None;teddy bear
42;None;teddy bear
43;None;teddy bear
44;None;teddy bear
45;None;teddy bear
46;None;teddy bear
47;None;teddy bear
48;None;teddy bear
49;None;teddy bear
50;None;teddy bear
51;None;teddy bear
52;None;teddy bear
53;None;teddy bear
54;None;teddy bear
55;None;teddy bear
56;None;teddy bear
57;None;teddy bear
58;None;teddy bear
59;None;teddy bear
60;None;teddy bear
61;None;teddy bear
62;None;teddy bear
63;None;teddy bear
64;None;teddy bear
65;None;teddy bear
66;None;teddy bear
67;None;teddy bear
68;None;teddy bear
69;None;teddy bear
70;None;teddy bear
71;None;teddy bear
72;None;teddy bear
73;None;teddy bear
74;None;teddy bear
75;None;teddy bear
76;None;teddy bear
77;None;teddy bear
78;None;teddy bear
79;None;teddy bear
80;None;teddy bear
81;None;teddy bear
82;None;teddy bear
83;None;teddy bear
84;None;teddy bear
85;None;teddy bear
86;None;teddy bear
87;None;teddy bear
88;None;teddy bear
89;None;teddy bear
90;None;teddy bear
91;None;teddy bear
92;None;teddy bear
93;None;teddy bear
94;None;teddy bear
95;None;teddy bear
96;None;teddy bear
97;None;teddy bear
98;None;teddy bear
99;None;teddy bear
100;None;teddy bear
101;None;teddy bear
102;None;teddy bear
103;None;teddy bear
104;None;teddy bear
105;None;teddy bear
106;None;teddy bear
107;None;teddy bear
108;None;teddy bear
109;None;teddy bear
110;None;teddy bear
111;None;teddy bear
112;None;teddy bear
113;None;teddy bear
114;None;teddy bear
115;None;teddy bear
116;None;teddy bear
117;None;teddy bear
118;None;teddy bear
119;None;teddy bear
120;None;teddy bear
121;None;teddy bear
122;None;teddy bear
123;None;teddy bear
124;None;teddy bear
125;None;teddy bear
126;None;teddy bear
127;None;teddy bear
128;None;teddy bear
129;None;teddy bear
130;None;teddy bear
131;None;teddy bear
132;None;teddy bear
133;None;teddy bear
134;None;teddy bear
135;None;teddy bear
136;None;teddy bear
137;None;teddy bear
138;None;teddy bear
139;None;teddy bear
140;None;teddy bear
141;None;teddy bear
142;None;teddy bear
143;None;teddy bear
144;None;teddy bear
145;None;teddy bear
146;None;teddy bear
147;None;teddy bear
148;None;teddy bear
149;None;teddy bear
150;None;teddy bear
151;None;teddy bear
152;None;teddy bear
153;None;teddy bear
154;None;teddy bear
155;None;teddy bear
156;None;teddy bear
157;None;teddy bear
158;None;teddy bear
159;None;teddy bear
160;None;teddy bear
161;None;teddy bear
162;None;teddy bear
163;None;teddy bear
164;None;teddy bear
165;None;teddy bear
166;None;teddy bear
167;None;teddy bear
168;None;teddy bear
169;None;teddy bear
170;None;teddy bear
171;None;teddy bear
172;None;teddy bear
173;None;teddy bear
174;None;teddy bear
175;None;teddy bear
176;None;teddy bear
177;None;teddy bear
178;None;teddy bear
179;None;teddy bear
180;None;teddy bear
181;None;teddy bear
182;None;teddy bear
183;None;teddy bear
184;None;teddy bear
185;None;teddy bear
186;None;teddy bear
187;None;teddy bear
188;None;teddy bear
189;None;teddy bear
190;None;teddy bear
191;None;teddy bear
192;None;teddy bear
193;None;teddy bear
194;None;teddy bear
195;None;teddy bear
196;None;teddy bear
197;None;teddy bear
198;None;teddy bear
199;None;teddy bear
200;None;teddy bear
201;None;teddy bear
202;None;teddy bear
203;None;teddy bear
204;None;teddy bear
205;None;teddy bear
206;None;teddy bear
207;None;teddy bear
208;None;teddy bear
209;None;teddy bear
210;None;teddy bear
211;None;teddy bear
212;None;teddy bear
213;None;teddy bear
214;None;teddy bear
215;None;teddy bear
216;None;teddy bear
217;None;teddy bear
218;None;teddy bear
219;None;teddy bear
220;None;teddy bear
221;None;teddy bear
222;None;teddy bear
223;None;teddy bear
224;None;teddy bear
225;None;teddy bear
226;None;teddy bear
227;None;teddy bear
228;None;teddy bear
229;None;teddy bear
230;None;teddy bear
231;None;teddy bear
232;None;teddy bear
233;None;teddy bear
234;None;teddy bear
235;None;teddy bear
236;None;teddy bear
237;None;teddy bear
238;None;teddy bear
239;None;teddy bear
240;None;teddy bear
241;None;teddy bear
242;None;teddy bear
243;None;teddy bear
244;None;teddy bear
245;None;teddy bear
246;None;teddy bear
247;None;None
248;None;None
249;None;None
250;None;None
251;None;None
252;None;None
253;None;None
254;None;None
255;None;None
256;None;None
257;None;None
258;None;None
259;None;None
260;None;None
261;None;None
262;None;None
263;None;None
264;None;None
265;None;None
266;None;None
267;None;None
268;None;None
269;None;None
