frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;None
17;None;None
18;None;None
19;None;None
20;None;None
21;None;None
22;None;None
23;None;None
24;None;None
25;None;None
26;None;None
27;None;cup
28;None;cup
29;None;cup
30;None;cup
31;None;cup
32;None;cup
33;None;cup
34;None;cup
35;None;cup
36;None;cup
37;None;cup
38;None;cup
39;None;cup
40;None;cup
41;None;cup
42;None;cup
43;None;cup
44;None;cup
45;None;cup
46;None;cup
47;None;cup
48;None;cup
49;None;cup
50;None;cup
51;None;cup
52;None;cup
53;None;cup
54;None;cup
55;None;cup
56;None;cup
57;None;cup
