frame_id;left_hand;right_hand
0;None;None
1;None;None
2;None;None
3;None;None
4;None;None
5;None;None
6;None;None
7;None;None
8;None;None
9;None;None
10;None;None
11;None;None
12;None;None
13;None;None
14;None;None
15;None;None
16;None;None
17;None;None
18;None;None
19;None;None
20;None;cup
21;None;cup
22;None;cup
23;None;cup
24;None;cup
25;None;cup
26;None;cup
27;None;cup
28;None;cup
29;None;cup
30;None;cup
31;None;cup
32;None;cup
33;None;cup
34;None;cup
35;None;cup
36;None;cup
37;None;cup
38;None;cup
39;None;cup
40;None;cup
41;None;cup
42;None;cup
43;None;cup
44;None;cup
45;None;cup
46;None;cup
47;None;cup
48;None;cup
49;None;cup
50;None;cup
51;None;cup
52;None;cup
53;None;cup
54;None;cup
55;None;cup
56;None;cup
57;None;cup
58;None;cup
59;None;cup
60;None;cup
61;None;cup
62;None;cup
63;None;cup
64;None;cup
65;None;cup
66;None;cup
67;None;cup
68;None;cup
69;None;cup
70;None;cup
71;None;None
72;None;None
73;None;None
74;None;None
75;None;None
76;None;None
77;None;None
78;None;None
79;None;None
80;None;None
81;None;None
82;None;None
83;None;None
84;None;None
85;None;None
86;None;None
87;None;None
88;None;None
89;None;None
90;None;None
91;None;None
92;None;None
93;None;None
94;None;None
95;None;None
96;None;None
97;None;None
98;None;None
99;None;None
100;None;None
101;None;None
102;None;None
103;None;None
104;None;None
105;None;None
106;None;None
107;None;None
108;None;None
109;None;None
110;None;None
111;None;None
112;None;None
113;None;None
114;None;None
115;None;None
116;None;None
117;None;None
118;None;None
119;None;None
120;None;None
121;None;None
122;None;None
